,x,x,R,R,H,H,mu,mu,syn_H,syn_H
794,1.1697325448888638,1.2057112422720766,0.1285861406219948,0.1367354276164686,0.0058688006840056,0.2810213189644576,-0.0005185493179219754,-9.584445370917337e-05,1.5850511102188544e-06,-0.0003045721215330088
804,1.1632825675348222,1.203528413342174,0.1293486023081166,0.136943675218302,0.0059180867960605,0.2793313133689617,-0.000554463509902855,-0.00018136912313029266,1.6472480286365565e-06,-0.00021966263491814852
814,1.156416157501564,1.2004491309115788,0.1303547244406989,0.1370518051307258,0.0059743823230778,0.2789020212111147,-0.0005937663520797866,-0.0002565108634180016,2.0821655038261405e-06,-0.00011447061405459269
824,1.1494829524849348,1.196571621730637,0.1317042799760596,0.1377530177869573,0.0060321466141253,0.2793922699359711,-0.0006031585767880235,-0.00032405157455878873,2.138088137997444e-06,-4.1512632506663214e-05
834,1.142624928620383,1.192232867140166,0.1329951123195772,0.1383997650195046,0.0060909834451062,0.2804712419749599,-0.00060019904106524,-0.0003639183845751889,2.227880675193009e-06,5.828562599552502e-06
844,1.1359752060099884,1.1875842005230497,0.134421883306559,0.1392261210130562,0.0061495733407604,0.2820063093143943,-0.0005853756820759403,-0.0003914389072428685,2.259178876596412e-06,4.311849238982175e-05
854,1.1296967913141978,1.182759867214491,0.1356924453690819,0.1401736573331599,0.0062068000648366,0.2838803706703319,-0.0005557610452701032,-0.000407887809037725,2.273174715803834e-06,7.16147931722206e-05
864,1.123936873288184,1.177926989882093,0.1368034937910748,0.1414912656541152,0.0062578494743313,0.2859448881147927,-0.0005124770049729336,-0.0004102866624086581,1.8979369932932838e-06,8.913237066864348e-05
874,1.1187240715627025,1.1730605512158945,0.1375993275177456,0.1426579177852817,0.0063051180073361,0.2882427989450661,-0.00046595955678329075,-0.0004148497416569314,1.7889233083152892e-06,0.00011021363235051048
884,1.1140848279874869,1.168356621204676,0.1382561729199858,0.1438799099101611,0.0063471090627742,0.2904693031061677,-0.00041641744494412227,-0.0004026108061396722,1.5560586051079047e-06,0.00010570433582775649
894,1.110073784843642,1.1638132348428296,0.138830262321982,0.1449995438599521,0.0063785375316182,0.2926377087758329,-0.00036133121947473954,-0.0003903879270164902,8.380821396350098e-07,0.00010259833847066688
